health_sys_id,health_sys_name,health_sys_city,health_sys_state,in_onekey,in_aha,onekey_id,aha_sysid,total_mds,prim_care_mds,total_nps,total_pas,grp_cnt,hosp_cnt,acutehosp_cnt,nh_cnt,sys_multistate,sys_beds,sys_dsch,sys_res,maj_inv_owned,deg_children,sys_incl_majteachhosp,sys_incl_vmajteachhosp,sys_teachint,sys_incl_highdpphosp,sys_highucburden,sys_incl_highuchosp,sys_anyins_product,sys_mcare_adv,sys_mcaid_mngcare,sys_healthins_mktplc,sys_ma_plan_contracts,sys_ma_plan_enroll,sys_apm,sys_aco,sys_ebpm,sys_pctm
HSI00000881,Ridgeview Medical Center,Waconia,MN,1,1,18288479,0964,105,44,29,34,35,3,3,0,1,138,6297,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,34,0,0
HSI00000882,Riverside Health Care System,Yonkers,NY,1,0,17774112,,116,38,19,10,6,2,2,1,1,326,16191,24.05,0,0,0,0,1,1,0,0,0,0,0,0,,,1,20,0,0
HSI00000883,Riverside Health System,Newport News,VA,1,1,17773659,4810,2996,174,158,54,121,6,5,10,1,623,28782,62.45,0,0,0,0,1,0,0,1,0,0,0,0,H3473; H8655,503,1,411,14,0
HSI00000885,Riverside University Health System,Moreno Valley,CA,1,0,18389447,,323,146,27,16,13,1,1,0,1,439,19161,117.22,0,0,1,0,2,1,0,0,1,0,0,0,,,1,48,0,0
HSI00000887,Riverview Health,Noblesville,IN,1,0,18287495,,89,40,15,9,32,1,1,1,1,105,3803,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,54,0,0
HSI00000889,Rochester Regional Health System,Rochester,NY,1,1,17773984,0046,1383,421,276,350,198,5,5,6,1,1092,57248,170.9,0,0,0,0,1,1,0,0,0,0,0,0,H3331,746,1,736,0,0
HSI00000896,Rush Health Systems,Meridian,MS,1,1,18175700,0220,153,75,72,2,45,7,6,0,2,307,6252,12.98,0,0,0,0,1,1,1,1,0,0,0,0,,,1,90,0,0
HSI00000897,Rush System for Health,Chicago,IL,1,1,17773824,3855,1590,439,215,90,108,4,4,1,1,1224,54954,593.73,0,0,1,1,2,0,0,0,0,0,0,0,,,1,791,23,0
HSI00000900,Rutland Regional Health Services,Rutland,VT,1,0,18287528,,109,14,17,20,13,1,1,0,1,124,6472,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000902,SSM Health,Saint Louis,MO,1,1,17773664,5455,3312,1187,704,344,424,37,34,8,3,3961,189444,595.72,0,1,1,1,1,1,0,1,1,1,1,1,H5264; H9096,24355,1,312,0,36
HSI00000903,SUNY Downstate Medical Center,Brooklyn,NY,1,0,18358305,,907,195,28,36,52,1,1,0,1,305,11032,296.52,0,0,1,1,2,1,0,0,1,1,1,1,,,1,164,0,0
HSI00000904,SUNY Upstate Medical University,Syracuse,NY,1,0,18288552,,1153,216,199,80,77,2,2,0,1,641,30776,388.12,0,0,1,1,2,0,0,0,0,0,0,0,,,1,0,17,0
HSI00000910,SBH Health System,Bronx,NY,1,0,17773502,,351,121,26,13,29,1,1,0,1,283,12826,285.77,0,0,1,1,2,1,0,0,1,1,1,0,,,1,83,0,0
HSI00000911,Saint Bernards Healthcare,Jonesboro,AR,1,0,18175685,,179,53,110,7,37,3,2,0,1,342,17400,17.4,0,0,0,0,1,0,0,0,0,0,0,0,H4305,215,1,0,0,19
HSI00000912,Saint Charles Health System,Bend,OR,1,1,18956753,0250,238,75,36,40,24,4,4,0,1,311,19261,0.53,0,0,0,0,1,0,1,1,0,0,0,0,,,1,156,0,18
HSI00000913,Saint Clair Memorial Hospital,Pittsburgh,PA,1,0,18253913,,134,53,12,10,22,1,1,0,1,295,14744,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,89,3,0
HSI00000914,Saint Claire Regional Medical Center,Morehead,KY,1,0,18289432,,75,37,27,10,12,1,1,1,1,91,4517,9.55,0,0,0,0,1,1,0,0,,,,,,,1,61,0,0
HSI00000916,Saint Dominic Health Services,Jackson,MS,1,0,17773503,,169,73,72,8,41,1,1,0,1,545,23247,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,89,0,0
HSI00000917,Saint Elizabeth Healthcare,Edgewood,KY,1,1,17774116,0618,545,212,173,18,113,4,4,2,1,764,50298,25.56,0,0,0,0,1,0,0,0,0,0,0,0,,,1,417,0,111
HSI00000919,Saint Francis Health System,Tulsa,OK,1,1,17773333,0254,486,182,95,71,80,8,7,0,1,1401,62525,190.7,0,0,1,1,1,0,0,1,1,1,0,1,H4198,3255,1,0,13,30
HSI00000920,Saint Francis Healthcare System,Cape Girardeau,MO,1,0,18388289,,178,71,82,6,33,1,1,0,1,284,11055,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000925,Saint Joseph Medical Center,Yonkers,NY,1,0,18284605,,119,45,15,3,12,1,1,0,1,124,4097,36.04,0,0,1,0,2,1,0,0,0,,,,,,1,24,0,0
HSI00000927,Saint Josephs Candler Health System,Savannah,GA,1,0,17773339,,142,47,56,29,75,2,2,3,1,422,22182,0,0,0,0,0,0,0,1,1,0,0,0,0,,,1,60,0,0
HSI00000929,Saint Josephs Healthcare System,Paterson,NJ,1,0,17773340,,453,106,65,9,44,2,2,1,1,681,34356,221.34,0,0,1,0,2,1,0,0,0,0,0,0,,,1,32,0,0
HSI00000930,Saint Lawrence Health System,Potsdam,NY,1,1,18381773,0928,98,34,28,32,28,2,2,0,1,119,5130,0,0,0,0,0,0,1,0,1,0,0,0,0,,,1,72,0,0
HSI00000933,Saint Lukes Episcopal Presbyterian Hospital,Chesterfield,MO,1,0,18290218,,355,150,63,5,44,2,2,1,1,496,18910,74.1,0,0,1,0,1,0,0,0,0,0,0,0,,,1,131,0,0
HSI00000934,Saint Lukes Health System,Boise,ID,1,1,17773828,0356,864,322,317,154,194,9,8,2,1,819,47381,8.37,0,0,0,0,1,0,0,1,0,0,0,0,,,1,373,0,0
HSI00000935,Saint Lukes Health System,Kansas City,MO,1,1,17773506,0120,714,216,184,18,101,11,8,2,2,908,52383,109.15,0,0,0,0,1,0,0,1,0,0,0,0,,,1,0,7,77
HSI00000936,Saint Lukes University Health Network,Bethlehem,PA,1,1,17773829,0862,1092,420,238,266,290,9,9,3,2,1058,62140,207.81,0,0,1,0,1,1,0,0,1,1,0,0,,,1,709,0,23
HSI00000937,Saint Lukes Hospital of Duluth,Duluth,MN,1,0,18184915,,240,104,41,24,43,2,2,0,1,254,11134,7.72,0,0,0,0,1,0,0,0,1,0,0,1,,,1,224,0,0
HSI00000942,Saint Peters Healthcare System,New Brunswick,NJ,1,0,18388290,,264,76,45,25,32,1,1,0,1,359,18870,119.12,0,0,1,0,2,0,0,0,0,0,0,0,,,1,83,0,0
HSI00000943,St. Peters Health,Helena,MT,1,0,18293391,,88,33,24,18,4,1,1,0,1,101,5015,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,17
HSI00000944,Slidell Memorial Hospital,Slidell,LA,1,0,18360903,,78,32,24,1,11,1,1,0,1,231,8747,2.06,0,0,0,0,1,0,0,0,0,0,0,0,,,1,28,0,0
HSI00000947,Salem Health,Salem,OR,1,1,18293864,0403,126,36,28,18,7,2,2,0,1,406,24313,0,0,0,0,0,0,0,0,1,0,0,0,0,,,1,0,0,5
HSI00000948,Salina Regional Health Center,Salina,KS,1,1,17814501,1002,124,57,53,23,28,4,3,0,1,222,7205,14.17,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000949,Salinas Valley Memorial Healthcare System,Salinas,CA,1,0,17997766,,223,82,27,42,37,1,1,0,1,263,10926,0,0,0,0,0,0,1,0,0,1,1,0,0,,,1,2,0,0
HSI00000951,Samaritan Health Services,Corvallis,OR,1,1,18149568,0186,545,235,58,84,98,5,5,0,1,311,14551,81.09,0,0,1,0,2,0,0,0,1,1,1,0,H3811,5051,1,0,0,18
HSI00000952,Samaritan Health System,Watertown,NY,1,0,18288547,,95,31,28,26,21,1,1,2,1,238,7155,12.4,0,0,0,0,1,0,1,1,0,0,0,0,,,1,72,0,0
HSI00000954,San Antonio Regional Hospital,Upland,CA,1,0,18294896,,78,13,13,4,5,1,1,0,1,363,17280,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,23,0,0
HSI00000956,San Juan Regional Medical Center,Farmington,NM,1,0,18291675,,94,29,37,9,17,2,1,0,1,184,9503,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0
HSI00000958,Sanford Health,Sioux Falls,SD,1,1,17774114,0530,1580,616,604,302,257,39,38,18,3,1858,76888,136.93,0,0,0,0,1,1,0,1,1,0,1,1,H3503,320,1,11,0,88
HSI00000959,Santa Clara Valley Health and Hospital System,San Jose,CA,1,0,18187163,,783,307,85,39,43,1,1,0,1,393,19675,163.75,0,0,1,0,2,1,0,0,1,,1,1,,,0,0,0,0
HSI00000961,Sarah Bush Lincoln Health System,Mattoon,IL,1,0,18081951,,99,38,45,18,29,1,1,0,1,86,6319,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000962,Sarasota Memorial Health Care System,Sarasota,FL,1,0,18404155,,259,122,70,32,55,1,1,1,1,664,31064,3.45,0,0,0,0,1,0,1,1,0,0,0,0,,,0,0,0,0
HSI00000968,Scripps Health,San Diego,CA,1,1,17773825,1505,1237,482,208,121,107,5,5,0,1,1242,66294,160.94,0,0,1,0,1,1,0,0,1,0,0,0,,,1,617,0,0
HSI00000969,Seattle Childrens Hospital Research and Foundation,Seattle,WA,1,0,18290346,,783,269,255,38,19,1,1,0,1,348,12007,249.32,0,2,1,1,2,0,0,0,,,,,,,0,0,0,0
HSI00000972,Sentara Healthcare,Norfolk,VA,1,1,17773497,2565,2542,467,352,220,324,13,12,9,2,2377,134535,152.54,0,0,1,0,1,0,1,1,1,1,1,1,H2563; H2941,3296,1,3,517,0
HSI00000975,Shannon Health System,San Angelo,TX,1,0,17829265,,203,77,67,23,39,1,1,1,1,258,12592,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00000977,Sharp Healthcare,San Diego,CA,1,1,17773661,2065,1623,557,153,104,248,6,5,3,1,1552,74724,0,0,0,0,0,0,1,0,0,1,1,1,1,H5386,2837,1,29,0,0
HSI00000981,Shriners Hospitals for Children,Tampa,FL,1,1,17773970,4125,255,19,55,44,3,18,4,0,3,,,,,2,,,,,,,0,0,0,0,,,0,0,0,0
HSI00000984,Signature Healthcare,Brockton,MA,1,0,18199030,,254,96,35,44,29,1,1,6,1,175,9983,14.66,0,0,0,0,1,0,0,0,1,0,1,0,,,0,0,0,0
HSI00000985,Silver Cross Hospital,New Lenox,IL,1,0,18290248,,76,34,24,7,14,1,1,0,1,257,18680,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,21,0,0
HSI00000987,Sinai Health System,Chicago,IL,1,1,18166690,0284,267,89,44,36,34,3,2,1,1,455,20867,116.39,0,0,1,0,2,1,0,0,0,0,0,0,,,0,0,0,0
HSI00000988,Singing River Health System,Gautier,MS,1,0,17773826,,110,27,27,12,23,1,1,0,1,350,16099,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0
HSI00000990,Sisters of Charity Health System,Cleveland,OH,1,1,17845026,5125,152,63,18,19,39,2,2,2,1,418,20543,94.8,0,0,1,0,1,1,0,0,0,0,0,0,,,1,52,0,0
HSI00000991,SCL Health,Broomfield,CO,1,1,17773335,5095,1273,364,166,146,129,10,10,1,2,1536,79016,139.25,0,0,1,0,1,0,0,1,1,0,0,1,,,1,250,36,95
HSI00000994,Sky Lakes Medical Center,Klamath Falls,OR,1,0,18379817,,115,65,18,5,16,1,1,0,1,105,5259,21.7,0,0,0,0,1,0,0,0,0,0,0,0,,,1,0,0,27
HSI00000998,South County Health,Wakefield,RI,1,0,20806136,,89,31,32,9,25,1,1,0,1,91,6502,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,40,0,0
HSI00000999,South Georgia Medical Center,Valdosta,GA,1,1,18163126,1034,135,37,25,17,13,4,4,1,1,365,13515,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0
HSI00001002,South Shore Health System,South Weymouth,MA,1,0,17781067,,330,120,58,48,10,1,1,0,1,368,25831,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,198,124,0
HSI00001004,Southcoast Health System,New Bedford,MA,1,0,17773498,,486,160,152,80,101,1,1,0,1,835,34175,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,319,0,0
HSI00001005,Southeast Health,Dothan,AL,1,0,17773499,,148,57,24,8,19,1,1,0,1,387,19677,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
HSI00001006,Southeast Georgia Health System,Brunswick,GA,1,1,17992292,0253,167,54,39,21,49,2,2,2,1,340,14605,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00001007,Southeast Health,Cape Girardeau,MO,1,1,18297319,0628,107,39,60,2,33,3,3,0,1,265,8828,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0
HSI00001009,Southern Illinois Healthcare,Carbondale,IL,1,1,17837006,4175,209,80,56,49,40,3,3,1,1,277,17773,13.3,0,0,0,0,1,0,1,0,0,0,0,0,,,0,0,0,0
HSI00001016,Southwestern Vermont Health Care,Bennington,VT,1,0,18200742,,94,35,31,10,22,1,1,1,1,78,3402,1.55,0,0,0,0,1,0,0,0,,,,,,,0,0,0,0
HSI00001018,Sparrow Health System,Lansing,MI,1,1,17773663,1245,466,185,122,98,76,5,4,0,1,631,32112,0.68,0,0,0,0,1,0,0,1,1,0,0,1,,,1,299,0,60
HSI00001020,Spartanburg Regional Healthcare System,Spartanburg,SC,1,1,17773501,4195,481,196,178,36,89,4,3,1,1,574,32840,55.58,0,0,0,0,1,0,0,1,0,0,0,0,,,1,347,0,0
HSI00001021,Spectrum Health,Grand Rapids,MI,1,1,17773827,0177,1538,584,339,505,213,11,11,5,1,1430,85665,246.26,0,0,0,0,1,0,0,1,1,1,1,1,H2320; H4875,145450,1,0,0,136
HSI00001022,Springfield Medical Care Systems,Springfield,VT,1,0,18288761,,56,25,26,39,14,1,1,0,1,25,1579,0,0,0,0,0,0,0,0,0,,,,,,,1,32,0,0
HSI00001032,Stamford Health,Stamford,CT,1,0,18288719,,317,91,37,47,79,1,1,0,1,279,13888,67.15,0,0,0,0,1,0,1,0,0,0,0,0,,,1,0,7,0
HSI00001033,Stanford Health Care,Stanford,CA,1,1,17779642,0156,3081,691,293,161,206,3,3,1,1,916,47859,792.03,0,1,1,1,2,0,0,0,1,1,0,0,H2986,2925,0,0,0,0
HSI00001037,Steward Health Care System,Dallas,TX,1,1,17773629,0141,3768,1117,494,403,433,36,31,3,3,4077,172703,357.51,1,0,1,1,1,1,0,1,0,0,0,0,H5587,9403,1,1000,2,0
HSI00001038,Stony Brook Medicine,Stony Brook,NY,1,0,18294974,,907,225,203,78,105,3,3,1,1,763,41045,534.31,0,0,1,1,2,1,0,1,0,0,0,0,,,1,2,0,0
HSI00001039,Stormont Vail Health,Topeka,KS,1,0,17837007,,297,119,158,51,37,1,1,0,1,437,25514,0.98,0,0,0,0,1,0,0,0,1,0,0,0,,,1,263,0,0
HSI00001041,Sturdy Memorial Hospital,Attleboro,MA,1,0,18288831,,125,45,38,14,16,1,1,0,1,131,6782,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,88,0,0
HSI00001042,Success Healthcare,Boca Raton,FL,1,1,18386820,0517,56,21,8,4,2,2,2,0,2,358,9323,1.52,1,0,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0
HSI00001043,Summa Health System,Akron,OH,1,1,17773666,0399,629,197,128,46,102,4,3,0,1,662,32608,250.99,0,0,1,0,2,0,0,0,1,1,1,1,H3660,23345,1,298,20,33
HSI00001045,Summit Health,Chambersburg,PA,1,1,18283376,0189,246,82,81,53,55,2,2,0,1,286,12666,0.83,0,0,0,0,1,0,1,1,0,0,0,0,,,0,0,0,0
HSI00001050,Sutter Health,Sacramento,CA,1,1,17774118,8795,6265,2345,499,357,697,27,24,2,2,3784,177974,145.68,0,0,1,0,1,1,0,1,1,1,1,1,H5406,273,1,23,0,0
HSI00001053,T J Regional Health,Glasgow,KY,1,0,17773513,,77,34,39,2,10,1,1,1,1,117,5122,10.54,0,0,0,0,1,1,0,0,,,,,,,0,0,0,0
HSI00001055,TMC Healthcare,Tucson,AZ,1,0,18154490,,126,57,59,14,20,1,1,0,1,441,32508,41.64,0,0,0,0,1,0,1,0,0,0,0,0,,,1,50,0,0
HSI00001059,Tahoe Forest Health System,Truckee,CA,1,1,18186311,0379,70,19,9,13,14,2,2,1,2,29,1696,0,0,0,0,0,0,0,1,1,0,,,,,,0,0,0,0
HSI00001060,Tallahassee Memorial Healthcare,Tallahassee,FL,1,0,17774119,,332,155,87,35,48,3,3,1,1,462,30742,59.65,0,0,0,0,1,0,1,1,0,0,0,0,,,0,0,0,0
HSI00001061,Tanner Health System,Carrollton,GA,1,1,18137145,0341,301,54,55,21,52,4,4,0,2,236,12079,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0
HSI00001063,JPS Health Network,Fort Worth,TX,1,0,18966988,,527,237,158,45,59,1,1,1,1,408,25444,192.73,0,0,1,0,2,1,1,1,0,0,0,0,,,0,0,0,0
HSI00001065,Temple University Health System,Philadelphia,PA,1,1,17774120,0169,1331,330,134,84,97,3,2,0,1,744,31960,439.69,0,0,1,1,2,1,0,0,1,1,1,0,,,1,0,0,19
HSI00001066,Tenet Healthcare Corporation,Dallas,TX,1,1,17774121,0919,7580,1843,1250,658,957,81,68,3,3,15006,675646,1539.21,1,1,1,1,1,1,0,1,1,1,1,1,,,1,445,130,0
HSI00001069,Texas Childrens Hospital,Houston,TX,1,0,17773509,,1242,468,193,155,92,1,1,0,1,743,33343,410.24,0,2,1,0,2,0,0,0,1,,1,,,,0,0,0,0
HSI00001072,Texas Health Resources,Arlington,TX,1,1,17773668,0129,1262,545,476,241,306,19,16,0,1,3034,159319,36.25,0,0,0,0,1,0,1,1,1,1,0,0,,,1,536,0,0
HSI00001073,Kings Daughters Health,Madison,IN,1,0,18334048,,55,22,23,2,8,1,1,0,1,88,3240,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,42,0,0
HSI00001074,The Carle Foundation,Urbana,IL,1,1,17773669,2575,645,258,238,67,52,3,3,1,1,460,27003,54.67,0,0,0,0,1,0,0,1,1,1,0,1,H1463; H1737; H2591; H3471,29394,0,0,0,0
HSI00001075,The Childrens Hospital of Philadelphia,Philadelphia,PA,1,0,17773468,,1434,613,418,40,82,1,1,0,1,541,20250,418.46,0,2,1,1,2,0,0,0,0,0,0,0,,,0,0,0,0
HSI00001076,The Childrens Mercy Hospitals and Clinics,Kansas City,MO,1,0,18138029,,913,424,158,5,39,2,2,0,2,351,15198,180.92,0,2,1,1,2,0,0,0,0,0,0,0,,,0,0,0,0
HSI00001077,The Christ Hospital Health Network,Cincinnati,OH,1,0,18291628,,396,131,98,22,117,1,1,0,1,473,23802,78.58,0,0,0,0,1,0,0,0,0,0,0,0,,,1,0,11,87
HSI00001078,The Cleveland Clinic Health System,Cleveland,OH,1,1,17773973,0212,4789,1184,1329,583,321,18,14,2,2,3705,185509,1258.24,0,0,1,1,2,1,0,1,1,1,0,1,,,1,3268,143,318
HSI00001079,The Cooper Health System,Camden,NJ,1,0,17773510,,586,143,159,21,111,1,1,1,1,575,30026,310.26,0,0,1,0,2,1,0,0,1,0,0,1,,,1,182,21,7
HSI00001080,The Erie County Medical Center Corporation,Buffalo,NY,1,0,17773474,,247,58,44,45,10,1,1,1,1,322,15506,158.02,0,0,1,0,2,1,0,0,0,0,0,0,,,1,0,0,8
HSI00001081,Houston Methodist,Houston,TX,1,1,17773831,7235,1550,317,356,86,153,8,7,2,1,2153,100611,234.93,0,0,0,0,1,0,0,1,0,0,0,0,,,1,591,0,0
HSI00001082,The Methodist Hospitals,Gary,IN,1,0,17773343,,130,22,27,7,30,1,1,0,1,445,14473,2.94,0,0,0,0,1,1,0,0,0,0,0,0,,,0,0,0,0
HSI00001083,The Metrohealth System,Cleveland,OH,1,0,17774123,,926,338,153,27,34,1,1,2,1,499,19624,363.3,0,0,1,1,2,1,0,0,0,0,0,0,,,1,564,0,0
HSI00001084,The Morris Hospital and Healthcare Centers,Morris,IL,1,0,18294492,,73,32,19,8,25,1,1,0,1,89,4508,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1,42,0,0
HSI00001085,The Nebraska Medical Center,Omaha,NE,1,0,17773651,,1164,318,177,137,104,4,3,1,2,633,34044,374.39,0,0,1,1,2,0,0,0,1,1,0,1,,,1,649,0,0
HSI00001086,The Ohio State University Wexner Medical Center,Columbus,OH,1,1,17773344,0251,2156,464,665,108,170,15,13,1,1,1328,63583,509.97,0,0,1,0,2,1,0,1,1,0,0,0,,,1,1084,0,110
HSI00001087,The Queens Health Systems,Honolulu,HI,1,1,17774124,0040,403,128,94,16,39,4,4,0,1,663,29945,102.22,0,0,0,0,1,0,0,1,1,0,0,0,,,1,0,0,9
HSI00001089,The University of Chicago Medicine,Chicago,IL,1,1,17774126,0058,1417,375,272,65,69,2,2,0,1,916,43540,617.14,0,0,1,1,2,1,0,1,1,1,1,0,,,1,747,66,0
HSI00001090,The University of Toledo Medical Center,Toledo,OH,1,0,17773803,,494,128,58,24,26,1,1,0,1,212,9624,163.32,0,0,1,1,2,0,0,0,0,0,0,0,,,1,209,13,14
HSI00001092,ThedaCare,Appleton,WI,1,1,17836110,2445,381,173,185,68,74,7,7,3,1,411,23180,11.19,0,0,0,0,1,0,0,0,,,,,,,1,264,6,0
HSI00001093,Thomas Health System,Charleston,WV,1,1,19360881,0643,92,40,26,21,22,2,2,1,1,291,7167,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00001096,Tidelands Health,Georgetown,SC,1,0,18400674,,142,65,27,13,51,2,2,0,1,255,10686,1.84,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0
HSI00001097,Tift Regional Health System,Tifton,GA,1,1,22186325,0910,116,45,68,26,24,2,2,1,1,214,9571,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1,111,0,0
HSI00001104,TriHealth,Cincinnati,OH,1,0,17774125,,868,359,196,27,178,3,2,0,1,402,25927,42.84,0,0,0,0,1,0,0,0,1,1,1,0,,,1,646,31,178
HSI00001105,Trinitas Regional Medical Center,Elizabeth,NJ,1,0,18294978,,155,32,15,2,21,2,1,0,1,220,11698,44.24,0,0,0,0,1,1,0,0,0,0,0,0,,,1,2,0,0
HSI00001106,Trinity Health,Livonia,MI,1,1,17818070,0906,11236,4106,2209,1607,1461,91,87,47,3,15319,811030,2025.7,0,0,1,1,1,1,0,1,1,1,1,1,H1234; H1500; H1846; H2936; H3493; H3668; H3919; H4074; H5493; H5932; H6551; H9190; H9842,110559,1,4367,109,216
HSI00001107,Trinity Health,Minot,ND,1,0,17846710,,150,46,61,12,40,3,3,2,1,177,7303,7.86,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0
HSI00001109,Trios Health,Kennewick,WA,1,0,18156052,,96,49,17,2,18,1,1,0,1,111,5691,20.28,0,0,0,0,1,0,1,1,0,0,0,0,,,0,0,0,0
HSI00001110,Truman Medical Centers,Kansas City,MO,1,1,17992293,9255,614,177,57,6,19,2,2,1,1,348,18207,239.13,0,0,1,1,2,1,1,1,0,0,0,0,,,1,0,0,2
HSI00001111,Tuality Healthcare,Hillsboro,OR,1,0,18187537,,106,26,14,7,16,2,2,0,1,194,3337,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1,0,0,4
HSI00001112,Tufts Medical Center,Boston,MA,1,0,18045109,,1056,261,118,74,55,1,1,0,1,364,17582,316.28,0,0,1,1,2,1,0,0,1,0,1,0,,,1,210,0,0
HSI00001116,UAB Health System,Birmingham,AL,1,1,17773974,9105,1459,388,215,39,144,5,4,0,1,1334,52370,529.37,0,0,1,0,2,1,0,1,1,1,1,,H0154,48104,1,1117,67,0
HSI00001118,UC Health,Cincinnati,OH,1,1,17773943,0082,1924,201,183,54,117,5,2,1,1,630,33196,471.52,0,0,1,1,2,1,0,0,0,0,0,0,,,1,0,30,64
HSI00001121,UF Health,Gainesville,FL,1,1,17773660,0111,2147,527,329,137,155,2,2,0,1,1520,75423,950.84,0,0,1,1,2,1,1,1,0,0,0,0,,,0,0,0,0
HSI00001122,UMass Memorial Health Care,Worcester,MA,1,1,17773976,0224,1422,460,304,89,133,5,5,0,1,787,48653,517.61,0,0,1,1,2,0,0,0,0,0,0,0,,,1,1042,0,0
HSI00001123,UNC Health Care System,Chapel Hill,NC,1,1,17774131,0901,2173,605,435,320,345,11,11,3,2,2564,119146,687.58,0,0,1,1,2,1,0,1,1,1,0,1,,,1,1327,35,0
HSI00001125,UNM Hospitals,Albuquerque,NM,1,1,18147735,0021,875,332,153,95,58,2,2,0,1,532,28539,446.21,0,0,1,1,2,1,0,0,0,0,0,0,,,0,0,0,0
HSI00001126,UPMC,Pittsburgh,PA,1,1,17773516,0137,5397,1702,1028,972,1064,34,32,16,2,6290,277184,1648.08,0,1,1,1,2,1,0,1,1,1,1,1,H3907; H3917; H4279; H5533,182859,1,60,55,0
HSI00001130,USMD Health System,Irving,TX,1,1,18384037,0868,250,111,26,22,60,2,2,0,1,42,1823,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1,191,0,0
HSI00001132,UW Health,Madison,WI,1,1,17773835,1009,1910,530,422,221,153,3,2,0,2,899,45023,463.06,0,0,1,1,2,0,0,0,1,1,1,1,H5262; H9834,16776,1,1230,0,0
HSI00001133,UW Medicine,Seattle,WA,1,1,17774134,6415,3615,934,532,215,228,4,4,0,1,1219,62280,774.56,0,0,1,1,2,1,0,0,0,0,0,0,,,1,223,0,0
HSI00001136,Union Hospital,Elkton,MD,1,0,18180438,,91,28,27,20,30,1,1,0,1,96,5140,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,43,0,0
HSI00001137,Union Health,Terre Haute,IN,1,0,18361667,,196,78,81,10,40,2,2,0,1,258,16733,21.04,0,0,0,0,1,0,0,1,0,0,0,0,,,1,99,0,0
HSI00001138,United Health Services,Binghamton,NY,1,1,17773975,0288,306,118,118,65,74,3,3,2,1,449,15884,73.33,0,0,0,0,1,0,0,0,0,0,0,0,,,1,0,110,0
HSI00001143,United Regional Health Care System,Wichita Falls,TX,1,0,17837668,,83,39,36,11,9,1,1,0,1,256,14858,17.5,0,0,0,0,1,0,1,1,0,0,0,0,,,0,0,0,0
HSI00001145,Unity Health,Searcy,AR,1,0,18197557,,123,47,17,4,15,3,2,0,1,202,12689,24.97,0,0,0,0,1,0,0,0,0,0,0,0,,,1,0,0,24
HSI00001146,Unitypoint Health,West Des Moines,IA,1,1,17773949,0061,1881,838,760,254,372,36,36,9,3,3086,140771,193.79,0,0,0,0,1,0,0,1,1,1,1,1,H3416; H5262; H8424; H9834,18120,1,1004,0,0
HSI00001148,Universal Health Services,Norristown,PA,1,1,17774130,9555,2680,660,570,260,182,159,26,1,3,5359,277444,510.27,1,0,1,1,1,1,0,1,1,0,0,0,H5945; H7680,7229,1,718,0,0
HSI00001151,University Health Care System,Augusta,GA,1,1,2943642,0896,298,103,68,45,57,3,3,3,1,585,26546,6.66,0,0,0,0,1,0,0,1,0,0,0,0,,,1,15,0,0
HSI00001153,University of Tennessee Medical Center,Knoxville,TN,1,0,18960250,,603,203,153,38,80,1,1,1,1,589,28964,205.39,0,0,1,0,2,0,0,0,0,0,0,0,,,1,196,0,0
HSI00001154,University Hospital,Newark,NJ,1,0,17774129,,644,139,96,10,34,2,1,1,1,379,16180,322.08,0,0,1,1,2,1,1,1,0,0,0,0,,,0,0,0,0
