YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STRATA,GQ,PERNUM,PERWT,SEX,AGE,EDUC,EDUCD,WKSWORK1,UHRSWORK,INCTOT,INCWAGE
2020,202001,1001517,2020000929815,15851,2020010015171,30047,1,1,15851,1,37,6,64,52,40,45000,45000
2020,202001,1001779,2020000943974,5371,2020010017791,220047,1,1,5371,1,57,6,63,24,40,11000,11000
2020,202001,1001910,2020000951717,9301,2020010019101,180047,1,3,13362,1,36,6,63,0,0,6300,0
2020,202001,1002041,2020000960422,18078,2020010020411,30047,1,1,18078,2,50,10,101,52,37,57000,57000
2020,202001,1002172,2020000968718,8777,2020010021721,310047,1,1,8777,1,53,10,101,52,40,136000,135000
2020,202001,1002172,2020000968718,8777,2020010021721,310047,1,2,8908,2,53,10,101,0,0,0,0
2020,202001,1002303,2020000975279,41658,2020010023031,250247,1,1,41658,2,36,6,65,46,40,20000,20000
2020,202001,1002303,2020000975279,41658,2020010023031,250247,1,2,47815,1,30,6,63,52,45,25000,25000
2020,202001,1002434,2020000982526,13886,2020010024341,170047,1,1,13886,1,40,6,63,52,55,90000,90000
2020,202001,1002434,2020000982526,13886,2020010024341,170047,1,2,14410,2,41,6,65,52,40,31000,31000
2020,202001,1002565,2020000989755,4585,2020010025651,190047,1,1,4585,1,40,6,64,52,40,92000,92000
2020,202001,1002696,2020000996998,5502,2020010026961,20047,1,1,5502,1,60,8,81,52,35,39000,39000
2020,202001,1002696,2020000996998,5502,2020010026961,20047,1,2,4978,2,59,10,101,52,40,58160,58000
2020,202001,1002827,2020001003925,61046,2020010028271,310047,1,1,61046,1,28,6,63,52,39,10000,0
2020,202001,1002827,2020001003925,61046,2020010028271,310047,1,2,43754,2,39,7,71,52,20,11300,11300
2020,202001,1002827,2020001003925,61046,2020010028271,310047,1,5,41658,2,18,6,63,52,37,22600,22600
2020,202001,1002958,2020001012011,12052,2020010029581,180047,1,1,12052,1,48,6,64,0,0,13500,0
2020,202001,1002958,2020001012011,12052,2020010029581,180047,1,2,11659,2,49,6,63,52,40,18500,18500
2020,202001,1002958,2020001012011,12052,2020010029581,180047,1,3,14672,1,29,6,63,52,40,19200,19200
2020,202001,1003351,2020001036738,43492,2020010033511,70047,1,1,43492,2,48,6,65,52,40,76000,76000
2020,202001,1003351,2020001036738,43492,2020010033511,70047,1,2,45064,1,51,7,71,52,45,45100,45100
2020,202001,1003482,2020001043114,25938,2020010034821,200247,1,1,25938,2,28,7,71,1,5,10800,1800
2020,202001,1003482,2020001043114,25938,2020010034821,200247,1,4,11659,1,19,4,40,2,6,3300,3300
2020,202001,1003613,2020001050864,13231,2020010036131,170047,1,1,13231,2,49,7,71,52,40,64000,55000
2020,202001,1003613,2020001050864,13231,2020010036131,170047,1,2,15982,1,46,8,81,52,45,60000,60000
2020,202001,1003875,2020001066055,9563,2020010038751,320147,1,2,13362,1,60,6,63,52,48,52100,50000
2020,202001,1004006,2020001072575,12052,2020010040061,40047,1,1,12052,1,24,6,63,51,40,36000,36000
2020,202001,1004137,2020001080469,31964,2020010041371,260047,1,1,31964,1,48,11,114,52,40,125000,120000
2020,202001,1004137,2020001080469,31964,2020010041371,260047,1,2,23842,2,48,10,101,52,30,30000,30000
2020,202001,1004137,2020001080469,31964,2020010041371,260047,1,3,15851,1,22,10,101,20,20,20000,0
2020,202001,1004137,2020001080469,31964,2020010041371,260047,1,4,16768,2,20,7,71,10,5,2000,2000
2020,202001,1004137,2020001080469,31964,2020010041371,260047,1,6,15327,1,19,7,71,0,0,0,0
2020,202001,1004268,2020001087389,15065,2020010042681,200247,1,1,15065,2,35,10,101,0,0,0,0
2020,202001,1004268,2020001087389,15065,2020010042681,200247,1,2,16899,1,41,10,101,52,37,60000,60000
2020,202001,1004399,2020001093992,48601,2020010043991,320147,1,1,48601,2,54,8,81,52,40,37000,37000
2020,202001,1004399,2020001093992,48601,2020010043991,320147,1,2,45064,1,56,6,65,52,35,30000,30000
2020,202001,1004661,2020001108294,7205,2020010046611,20047,1,1,7205,1,39,6,63,52,50,50000,50000
2020,202001,1004661,2020001108294,7205,2020010046611,20047,1,2,6550,2,32,7,71,52,40,26000,26000
2020,202001,1005054,2020001128872,33143,2020010050541,160447,1,1,33143,2,55,8,81,52,40,36200,35000
2020,202001,1005054,2020001128872,33143,2020010050541,160447,1,2,33274,1,55,11,114,6,6,18750,150
2020,202001,1005185,2020001135675,70871,2020010051851,150047,1,1,70871,2,42,6,63,32,16,8500,8500
2020,202001,1005316,2020010002438,6681,2020010053161,260048,3,1,6681,1,45,6,64,0,0,0,0
2020,202001,1005447,2020010004371,7860,2020010054471,180048,3,1,7860,1,53,6,61,0,0,0,0
2020,202001,1005578,2020010006474,393,2020010055781,480248,4,1,393,2,18,6,63,0,0,4000,0
2020,202001,1005709,2020010008531,2882,2020010057091,630248,3,1,2882,1,35,3,30,52,40,6000,6000
2020,202001,1006102,2020010014500,7860,2020010061021,550048,3,1,7860,1,42,2,25,28,40,16300,16300
2020,202001,1006233,2020010016682,6550,2020010062331,380148,3,1,6550,1,29,6,63,0,0,0,0
2020,202001,1006364,2020010018658,6943,2020010063641,460348,4,1,6943,1,22,7,71,40,20,20000,20000
2020,202001,1006495,2020010020587,4454,2020010064951,360148,3,1,4454,1,22,6,63,6,4,6560,260
2020,202001,1006626,2020010022916,6812,2020010066261,460348,4,1,6812,1,21,6,65,3,22,12000,12000
2020,202001,1006757,2020010025203,8908,2020010067571,630248,4,1,8908,1,19,7,71,0,0,2000,0
2020,202001,1007019,2020010029054,1703,2020010070191,250748,4,1,1703,1,22,6,63,0,0,6500,0
2020,202001,1007281,2020010033261,6157,2020010072811,90048,4,1,6157,2,19,7,71,50,16,5100,5100
2020,202001,1007412,2020010034847,1048,2020010074121,500048,4,1,1048,2,21,7,71,20,20,2900,2900
2020,202001,1007543,2020010036618,7598,2020010075431,440048,3,1,7598,2,42,7,71,0,0,0,0
2020,202001,1007674,2020010038428,6550,2020010076741,480248,3,1,6550,1,32,7,71,0,0,0,0
2020,202001,1007805,2020010040381,6419,2020010078051,180048,3,1,6419,1,40,6,63,0,0,0,0
2020,202001,1008198,2020010046503,6943,2020010081981,640048,3,1,6943,1,31,6,64,0,0,0,0
2020,202001,1008460,2020010050209,8777,2020010084601,500048,4,1,8777,2,18,6,65,9,25,1800,1800
2020,202001,1008591,2020010052251,1048,2020010085911,400048,4,1,1048,1,19,7,71,0,0,0,0
2020,202001,1008722,2020010054422,6419,2020010087221,360148,3,1,6419,1,39,6,64,0,0,0,0
2020,202001,1008853,2020010056501,7467,2020010088531,251548,3,1,7467,1,57,6,63,0,0,0,0
2020,202001,1008984,2020010058193,6157,2020010089841,260048,3,1,6157,1,56,2,23,0,0,0,0
2020,202001,1009115,2020010060135,1834,2020010091151,250848,4,1,1834,2,41,0,2,0,0,9400,0
2020,202001,1009377,2020010064167,3799,2020010093771,200548,4,1,3799,1,19,7,71,32,15,7900,7900
2020,202001,1009508,2020010066012,7991,2020010095081,400048,4,1,7991,2,19,7,71,42,20,11000,11000
2020,202001,1009639,2020010067913,16506,2020010096391,350248,4,1,16506,1,25,6,63,52,55,33000,33000
2020,202001,1009770,2020010070187,7074,2020010097701,110048,3,1,7074,1,57,6,63,0,0,7200,0
2020,202001,1010163,2020010076072,7991,2020010101631,390048,3,1,7991,1,23,6,64,0,0,0,0
2020,202001,1010294,2020010077807,6419,2020010102941,480348,3,1,6419,1,26,6,64,0,0,0,0
2020,202001,1010425,2020010080174,6419,2020010104251,340048,3,1,6419,2,34,6,63,0,0,21600,0
2020,202001,1010556,2020010082258,8515,2020010105561,251348,4,1,8515,2,18,6,65,1,50,300,300
2020,202001,1010687,2020010084191,7467,2020010106871,280048,3,1,7467,1,55,2,23,0,0,0,0
2020,202001,1010818,2020010086354,7860,2020010108181,490348,3,1,7860,1,25,6,63,0,0,0,0
2020,202001,1010949,2020010088294,6550,2020010109491,180048,3,1,6550,1,50,6,63,0,0,0,0
2020,202001,1011080,2020010090169,7205,2020010110801,250848,4,1,7205,1,20,7,71,2,5,1000,1000
2020,202001,1011211,2020010091753,4192,2020010112111,461148,4,1,4192,2,40,7,71,0,0,0,0
2020,202001,1011473,2020010095373,6026,2020010114731,610048,3,1,6026,1,38,3,30,0,0,0,0
2020,202001,1012390,2020010109148,6681,2020010123901,231248,3,1,6681,1,34,7,71,52,40,24000,24000
2020,202001,1012652,2020010113147,4585,2020010126521,250648,4,1,4585,1,52,6,64,0,0,8900,0
2020,202001,1012783,2020010115035,1834,2020010127831,60048,4,1,1834,1,53,0,2,0,0,9400,0
2020,202001,1012914,2020010116823,10087,2020010129141,251548,3,1,10087,2,41,6,64,0,0,0,0
2020,202001,1013045,2020010118649,15196,2020010130451,360248,4,1,15196,1,38,7,71,26,40,21800,21800
2020,202001,1013176,2020010120654,6026,2020010131761,430248,3,1,6026,1,43,2,26,36,40,20000,20000
2020,202001,1013307,2020010122763,8515,2020010133071,591048,4,1,8515,1,18,7,71,20,35,5000,5000
2020,202001,1013438,2020010125034,3275,2020010134381,530648,4,1,3275,1,19,6,63,30,20,5060,5000
2020,202001,1013569,2020010126927,2489,2020010135691,430148,4,1,2489,1,33,6,64,0,0,1600,0
2020,202001,1013700,2020010129046,1179,2020010137001,461448,4,1,1179,1,41,7,71,0,0,0,0
2020,202001,1013831,2020010131117,1310,2020010138311,590548,4,1,1310,1,22,10,101,15,17,2200,2200
2020,202001,1013962,2020010133244,2620,2020010139621,270048,4,1,2620,2,54,6,63,0,0,9900,0
2020,202001,1014224,2020010136924,13755,2020010142241,230648,4,1,13755,1,29,6,64,0,0,9400,0
2020,202001,1014355,2020010138821,7598,2020010143551,230448,4,1,7598,1,20,7,71,40,15,3600,3600
2020,202001,1014486,2020010140954,7991,2020010144861,250348,4,1,7991,2,46,6,63,0,0,8400,0
2020,202001,1014617,2020010143049,6812,2020010146171,350248,4,1,6812,1,23,7,71,20,15,2000,2000
2020,202001,1014748,2020010145081,2358,2020010147481,251648,4,1,2358,2,54,6,63,0,0,8500,0
2020,202001,1014879,2020010147232,6157,2020010148791,231248,4,1,6157,2,22,7,71,30,14,6000,3000
2020,202001,1015010,2020010149280,524,2020010150101,460348,4,1,524,1,35,11,114,40,40,20000,20000
2020,202001,1015141,2020010151320,6550,2020010151411,610048,3,1,6550,1,55,4,40,0,0,0,0
2020,202001,1015403,2020010155547,6419,2020010154031,320048,3,1,6419,1,45,4,40,0,0,0,0
2020,202001,1015534,2020010157568,5502,2020010155341,550048,3,1,5502,1,36,11,114,52,40,5000,5000
2020,202001,1015665,2020010159536,6157,2020010156651,590248,3,1,6157,1,58,10,101,0,0,0,0
2020,202001,1015796,2020010161518,6419,2020010157961,520148,3,1,6419,1,37,6,65,7,14,2800,2800
2020,202001,1015927,2020010163784,7467,2020010159271,340048,3,1,7467,1,40,7,71,0,0,0,0
2020,202001,1016058,2020010165421,7598,2020010160581,10048,3,1,7598,1,45,2,23,0,0,0,0
2020,202001,1016189,2020010167291,8908,2020010161891,280048,4,1,8908,1,18,6,65,1,10,400,400
2020,202001,1016320,2020010169378,8384,2020010163201,50148,4,1,8384,1,18,6,65,0,0,0,0
2020,202001,1016451,2020010171445,9039,2020010164511,530648,4,1,9039,2,18,6,63,0,0,0,0
2020,202001,1016582,2020010173467,9563,2020010165821,160048,4,1,9563,1,18,6,63,52,35,20800,20800
2020,202001,1016713,2020010175495,6288,2020010167131,170048,3,1,6288,1,24,5,50,0,0,0,0
2020,202001,1016844,2020010177567,6943,2020010168441,50248,3,1,6943,1,42,3,30,0,0,0,0
2020,202001,1016975,2020010179719,10611,2020010169751,70048,4,1,10611,1,19,6,63,26,32,6500,6500
2020,202001,1017368,2020010184871,8646,2020010173681,590148,4,1,8646,1,18,6,63,0,0,0,0
2020,202001,1017499,2020000000235,50566,2020010174991,520248,1,1,50566,2,42,11,114,52,40,52000,52000
2020,202001,1017499,2020000000235,50566,2020010174991,520248,1,2,61177,1,49,10,101,52,45,80000,80000
2020,202001,1017630,2020000002470,12183,2020010176301,250248,1,1,12183,1,23,6,63,52,9,7000,7000
2020,202001,1017630,2020000002470,12183,2020010176301,250248,1,2,14672,2,21,6,63,52,8,900,900
2020,202001,1017630,2020000002470,12183,2020010176301,250248,1,3,15720,1,19,6,63,0,0,0,0
2020,202001,1017630,2020000002470,12183,2020010176301,250248,1,5,17292,2,59,6,63,0,0,0,0
2020,202001,1017761,2020000004958,10873,2020010177611,270048,1,1,10873,1,54,6,63,52,40,75000,75000
2020,202001,1017761,2020000004958,10873,2020010177611,270048,1,2,14672,2,52,6,63,52,40,37000,37000
2020,202001,1017761,2020000004958,10873,2020010177611,270048,1,3,17030,1,28,10,101,52,50,32000,32000
2020,202001,1018154,2020000011089,14541,2020010181541,670248,1,1,14541,2,51,6,63,0,0,0,0
2020,202001,1018154,2020000011089,14541,2020010181541,670248,1,2,15720,1,50,6,63,52,40,25000,0
2020,202001,1018154,2020000011089,14541,2020010181541,670248,1,3,21353,1,30,10,101,52,40,56000,56000
2020,202001,1018154,2020000011089,14541,2020010181541,670248,1,4,17685,1,24,10,101,52,50,60000,60000
2020,202001,1018809,2020000022925,12183,2020010188091,330648,1,1,12183,1,35,6,65,52,40,105600,72000
2020,202001,1018940,2020000025280,33798,2020010189401,380248,1,1,33798,1,50,10,101,52,40,115000,115000
2020,202001,1018940,2020000025280,33798,2020010189401,380248,1,2,35370,2,38,6,63,8,40,12000,0
2020,202001,1019202,2020000029791,8646,2020010192021,10048,1,2,9301,2,60,7,71,0,0,0,0
2020,202001,1019464,2020000034128,16113,2020010194641,190648,1,1,16113,2,47,7,71,49,40,45000,45000
2020,202001,1019464,2020000034128,16113,2020010194641,190648,1,2,15851,1,47,5,50,52,55,12000,0
2020,202001,1019464,2020000034128,16113,2020010194641,190648,1,3,18864,2,20,6,63,12,25,1100,1100
2020,202001,1019464,2020000034128,16113,2020010194641,190648,1,4,17554,1,19,6,63,40,20,6700,6700
2020,202001,1019726,2020000038713,45195,2020010197261,190248,1,1,45195,1,20,10,101,50,48,66000,65000
2020,202001,1019726,2020000038713,45195,2020010197261,190248,1,2,50173,2,22,10,101,0,0,12000,0
2020,202001,1019857,2020000041082,27379,2020010198571,591048,1,1,27379,1,36,11,116,52,60,75000,75000
2020,202001,1020119,2020000046011,18864,2020010201191,461348,1,1,18864,1,54,6,63,52,40,15000,15000
2020,202001,1020119,2020000046011,18864,2020010201191,461348,1,2,16506,2,57,6,63,30,30,11000,11000
2020,202001,1020119,2020000046011,18864,2020010201191,461348,1,3,20829,2,47,6,63,52,30,11000,11000
2020,202001,1020512,2020000052729,18733,2020010205121,591448,1,3,23056,1,51,6,65,0,0,37000,0
2020,202001,1020512,2020000052729,18733,2020010205121,591448,1,4,23711,2,33,7,71,0,0,0,0
2020,202001,1020512,2020000052729,18733,2020010205121,591448,1,5,22925,1,24,6,63,45,40,30000,30000
2020,202001,1020512,2020000052729,18733,2020010205121,591448,1,6,21484,2,53,6,63,0,0,15000,0
2020,202001,1020512,2020000052729,18733,2020010205121,591448,1,8,21353,1,34,6,63,52,40,48000,48000
2020,202001,1020643,2020000055015,14934,2020010206431,463148,1,1,14934,2,46,0,2,0,0,10400,0
2020,202001,1020643,2020000055015,14934,2020010206431,463148,1,2,13231,1,46,6,63,52,80,201000,201000
2020,202001,1020643,2020000055015,14934,2020010206431,463148,1,3,14410,1,19,7,71,45,40,14000,14000
2020,202001,1020774,2020000057479,13493,2020010207741,60048,1,1,13493,2,28,6,65,4,20,20000,20000
2020,202001,1020774,2020000057479,13493,2020010207741,60048,1,2,14541,1,30,6,63,52,50,60000,60000
2020,202001,1021036,2020000061763,8122,2020010210361,510048,1,1,8122,1,58,7,71,0,0,60000,0
2020,202001,1021036,2020000061763,8122,2020010210361,510048,1,2,7598,2,55,6,63,52,40,55000,55000
2020,202001,1021036,2020000061763,8122,2020010210361,510048,1,3,10611,1,24,6,65,52,40,30000,30000
2020,202001,1021167,2020000063899,5764,2020010211671,340048,1,2,6026,2,55,10,101,0,0,1100,0
2020,202001,1021167,2020000063899,5764,2020010211671,340048,1,3,8384,1,21,6,63,26,38,4000,4000
2020,202001,1021167,2020000063899,5764,2020010211671,340048,1,4,7336,1,19,6,63,0,0,0,0
2020,202001,1021691,2020000072765,8122,2020010216911,330348,1,1,8122,1,53,6,63,52,40,800,0
2020,202001,1021691,2020000072765,8122,2020010216911,330348,1,2,20043,2,47,6,63,52,40,34000,34000
2020,202001,1021822,2020000074837,39431,2020010218221,50248,1,1,39431,1,48,10,101,52,40,42900,38900
2020,202001,1021822,2020000074837,39431,2020010218221,50248,1,2,32881,2,42,10,101,52,40,30000,30000
2020,202001,1021953,2020000077185,32488,2020010219531,230648,1,1,32488,2,29,3,30,52,40,7000,7000
2020,202001,1021953,2020000077185,32488,2020010219531,230648,1,2,36942,1,35,2,26,52,50,50000,50000
2020,202001,1022084,2020000079290,20174,2020010220841,330148,1,1,20174,2,30,10,101,52,50,70000,70000
2020,202001,1022084,2020000079290,20174,2020010220841,330148,1,2,26986,1,28,10,101,52,50,40000,40000
2020,202001,1022215,2020000081473,3406,2020010222151,60048,1,1,3406,1,52,10,101,52,35,160000,160000
2020,202001,1022215,2020000081473,3406,2020010222151,60048,1,2,3013,2,48,7,71,52,30,40000,0
2020,202001,1022346,2020000083741,9039,2020010223461,270048,1,1,9039,2,30,10,101,52,12,3000,3000
2020,202001,1022346,2020000083741,9039,2020010223461,270048,1,2,9039,1,31,10,101,52,40,45000,45000
2020,202001,1022477,2020000086190,9432,2020010224771,520248,1,2,8646,2,55,6,64,52,9,45000,0
2020,202001,1022608,2020000088385,252961,2020010226081,660148,1,1,252961,2,29,8,81,0,0,0,0
2020,202001,1022870,2020000093108,12707,2020010228701,520448,1,2,19781,1,58,8,81,52,60,50000,50000
2020,202001,1023263,2020000100250,23842,2020010232631,520148,1,1,23842,1,52,10,101,52,50,70000,70000
2020,202001,1023263,2020000100250,23842,2020010232631,520148,1,2,21877,2,53,7,71,52,40,36000,36000
2020,202001,1023394,2020000102485,60260,2020010233941,230248,1,1,60260,1,41,6,64,40,35,15000,15000
2020,202001,1023394,2020000102485,60260,2020010233941,230248,1,2,50173,2,49,0,2,52,40,24000,24000
2020,202001,1023394,2020000102485,60260,2020010233941,230248,1,3,51876,2,18,6,63,0,0,0,0
2020,202001,1023525,2020000104962,14017,2020010235251,462148,1,1,14017,2,51,11,116,52,50,150000,150000
2020,202001,1023525,2020000104962,14017,2020010235251,462148,1,2,18209,1,55,7,71,47,50,112000,108000
2020,202001,1023656,2020000107174,14148,2020010236561,350248,1,3,19388,2,25,10,101,52,60,50000,50000
2020,202001,1023918,2020000111867,11004,2020010239181,231048,1,1,11004,1,42,11,115,52,40,100000,100000
2020,202001,1023918,2020000111867,11004,2020010239181,231048,1,2,11921,1,47,7,71,52,40,60000,60000
2020,202001,1024180,2020000116486,13886,2020010241801,670248,1,1,13886,2,39,8,81,52,48,49800,39000
2020,202001,1024311,2020000118886,10480,2020010243111,270048,1,3,14672,1,33,10,101,52,40,22000,22000
2020,202001,1024311,2020000118886,10480,2020010243111,270048,1,4,15196,1,30,6,63,52,40,24200,22800
2020,202001,1024573,2020000123766,15327,2020010245731,210248,1,1,15327,1,30,6,65,52,40,46000,46000
2020,202001,1024573,2020000123766,15327,2020010245731,210248,1,2,15458,2,29,6,63,0,0,0,0
2020,202001,1024704,2020000126073,12314,2020010247041,530848,1,1,12314,2,59,6,63,0,0,36000,0
2020,202001,1024704,2020000126073,12314,2020010247041,530848,1,2,13755,1,46,10,101,52,30,60000,60000
2020,202001,1024704,2020000126073,12314,2020010247041,530848,1,3,15458,1,36,7,71,52,40,79000,79000
2020,202001,1024835,2020000128291,9039,2020010248351,430248,1,1,9039,2,29,7,71,52,40,42000,42000
2020,202001,1025097,2020000132902,11921,2020010250971,430148,1,1,11921,1,58,7,71,12,30,13500,6500
2020,202001,1025097,2020000132902,11921,2020010250971,430148,1,2,12838,2,52,10,101,52,45,49000,49000
2020,202001,1025097,2020000132902,11921,2020010250971,430148,1,3,14803,2,24,7,71,52,30,20000,20000
2020,202001,1025097,2020000132902,11921,2020010250971,430148,1,4,15720,2,21,7,71,12,40,9000,9000
2020,202001,1025359,2020000136941,12052,2020010253591,490248,1,1,12052,2,42,11,115,52,50,54000,54000
2020,202001,1025359,2020000136941,12052,2020010253591,490248,1,2,18864,2,21,7,71,46,25,8000,8000
2020,202001,1025621,2020000141338,2227,2020010256211,40048,1,1,2227,2,56,6,63,0,0,0,0
2020,202001,1025621,2020000141338,2227,2020010256211,40048,1,2,3406,1,58,3,30,0,0,10500,0
2020,202001,1025621,2020000141338,2227,2020010256211,40048,1,3,4192,2,32,6,63,52,40,47500,47500
2020,202001,1025883,2020000145862,106896,2020010258831,570048,1,1,106896,2,36,11,114,52,40,60000,60000
2020,202001,1025883,2020000145862,106896,2020010258831,570048,1,2,99036,1,38,10,101,52,40,38400,38400
2020,202001,1026276,2020000152652,19126,2020010262761,680348,1,2,32357,2,39,3,30,52,25,8800,8800
2020,202001,1026407,2020000154737,19126,2020010264071,350248,1,1,19126,2,35,6,65,52,22,10000,10000
2020,202001,1026407,2020000154737,19126,2020010264071,350248,1,2,17685,1,36,6,63,52,50,18000,0
2020,202001,1026538,2020000157377,109778,2020010265381,210148,1,1,109778,2,58,6,64,40,40,32100,29000
2020,202001,1026669,2020000159682,16637,2020010266691,620048,1,2,17292,2,52,0,2,52,38,33000,33000
2020,202001,1027193,2020000168871,21615,2020010271931,230248,1,1,21615,1,50,6,63,52,40,25000,25000
2020,202001,1027193,2020000168871,21615,2020010271931,230248,1,2,20829,2,38,2,22,52,40,20000,20000
2020,202001,1027193,2020000168871,21615,2020010271931,230248,1,5,24366,1,50,2,22,40,40,20000,20000
2020,202001,1027193,2020000168871,21615,2020010271931,230248,1,6,24104,1,22,5,50,52,40,35000,35000
2020,202001,1027193,2020000168871,21615,2020010271931,230248,1,7,23056,2,20,3,30,52,40,20000,20000
2020,202001,1027324,2020000171153,16375,2020010273241,680248,1,1,16375,1,48,2,23,52,40,20000,20000
2020,202001,1027324,2020000171153,16375,2020010273241,680248,1,2,22139,1,23,6,63,52,40,35000,35000
2020,202001,1027324,2020000171153,16375,2020010273241,680248,1,3,22401,2,25,6,63,52,40,23900,23900
2020,202001,1027324,2020000171153,16375,2020010273241,680248,1,4,21877,2,47,2,22,52,40,20000,20000
2020,202001,1027324,2020000171153,16375,2020010273241,680248,1,5,23711,1,29,6,63,52,40,45000,45000
2020,202001,1027324,2020000171153,16375,2020010273241,680248,1,6,18471,2,18,5,50,0,0,0,0
2020,202001,1027324,2020000171153,16375,2020010273241,680248,1,7,21222,2,23,5,50,0,0,0,0
2020,202001,1027586,2020000175843,36811,2020010275861,530948,1,1,36811,2,27,6,63,52,40,32000,32000
2020,202001,1027586,2020000175843,36811,2020010275861,530948,1,2,39562,1,30,7,71,52,25,30000,0
2020,202001,1027717,2020000178039,12183,2020010277171,240048,1,1,12183,2,40,10,101,52,40,40000,40000
2020,202001,1027717,2020000178039,12183,2020010277171,240048,1,2,12183,1,40,6,65,52,40,125000,125000
2020,202001,1027848,2020000180675,18078,2020010278481,330248,1,1,18078,1,36,11,116,52,50,32000,32000
2020,202001,1027979,2020000182771,17292,2020010279791,520248,1,1,17292,1,43,11,114,52,40,120000,120000
2020,202001,1027979,2020000182771,17292,2020010279791,520248,1,2,17423,2,38,11,114,40,25,10000,10000
2020,202001,1028110,2020000185177,5371,2020010281101,230348,1,1,5371,2,57,6,63,52,40,43000,43000
2020,202001,1028110,2020000185177,5371,2020010281101,230348,1,2,9170,1,34,8,81,52,40,42000,42000
2020,202001,1028241,2020000187708,23580,2020010282411,190748,1,1,23580,2,48,10,101,52,50,68200,58000
2020,202001,1028241,2020000187708,23580,2020010282411,190748,1,2,39693,2,24,11,115,0,0,0,0
2020,202001,1028241,2020000187708,23580,2020010282411,190748,1,4,25807,1,28,6,63,52,40,25000,25000
2020,202001,1028372,2020000189865,15196,2020010283721,140048,1,3,17554,2,55,10,101,52,36,14200,14200
2020,202001,1028503,2020000191941,21877,2020010285031,50248,1,1,21877,1,24,10,101,47,40,29400,28200
2020,202001,1028765,2020000196404,21746,2020010287651,460548,1,1,21746,1,30,10,101,52,40,127000,125000
2020,202001,1028896,2020000198675,19781,2020010288961,463748,1,1,19781,1,26,10,101,52,40,46000,46000
2020,202001,1028896,2020000198675,19781,2020010288961,463748,1,2,17816,2,27,10,101,52,40,21000,21000
2020,202001,1029027,2020000201054,14017,2020010290271,591548,1,1,14017,1,42,11,114,52,40,5000,5000
2020,202001,1029027,2020000201054,14017,2020010290271,591548,1,2,12052,2,39,11,114,0,0,0,0
2020,202001,1029158,2020000203311,26855,2020010291581,440048,1,1,26855,2,54,10,101,20,10,12000,12000
2020,202001,1029158,2020000203311,26855,2020010291581,440048,1,2,43230,2,39,10,101,0,0,10000,0
2020,202001,1029158,2020000203311,26855,2020010291581,440048,1,6,46374,2,31,10,101,52,35,30200,30200
2020,202001,1029551,2020000210119,10349,2020010295511,480348,1,1,10349,1,59,6,64,12,40,19000,0
2020,202001,1029682,2020000212550,24104,2020010296821,230748,1,1,24104,2,28,0,2,0,0,0,0
2020,202001,1029682,2020000212550,24104,2020010296821,230748,1,2,22008,1,32,1,17,52,60,22000,22000
2020,202001,1029944,2020000217515,23056,2020010299441,460248,1,1,23056,1,38,10,101,52,40,150000,150000
2020,202001,1030075,2020000219761,13493,2020010300751,232248,1,1,13493,2,57,11,114,52,55,115000,100000
2020,202001,1030075,2020000219761,13493,2020010300751,232248,1,2,14279,1,57,11,114,52,50,125000,120000
2020,202001,1030075,2020000219761,13493,2020010300751,232248,1,3,18078,1,22,7,71,52,60,25000,25000
2020,202001,1030206,2020000222124,6550,2020010302061,670148,1,1,6550,2,55,11,114,52,40,50000,50000
2020,202001,1030206,2020000222124,6550,2020010302061,670148,1,2,7205,1,57,10,101,52,46,28000,28000
2020,202001,1030468,2020000226708,24235,2020010304681,330348,1,1,24235,1,22,6,63,52,80,7800,7800
2020,202001,1030468,2020000226708,24235,2020010304681,330348,1,2,35239,1,23,7,71,52,40,15000,15000
2020,202001,1030468,2020000226708,24235,2020010304681,330348,1,4,34453,2,44,3,30,0,0,0,0
2020,202001,1030599,2020000228830,15458,2020010305991,210248,1,1,15458,2,49,11,114,52,40,81000,80000
2020,202001,1030599,2020000228830,15458,2020010305991,210248,1,2,16244,1,49,7,71,52,45,58000,55000
2020,202001,1030730,2020000230900,29868,2020010307301,220048,1,1,29868,1,50,10,101,52,40,61500,58000
2020,202001,1030730,2020000230900,29868,2020010307301,220048,1,2,27772,2,50,11,114,52,40,68000,68000
2020,202001,1030992,2020000235721,18733,2020010309921,460448,1,2,20829,2,52,10,101,52,50,96000,96000
2020,202001,1031647,2020000247983,10480,2020010316471,190748,1,1,10480,1,42,10,101,52,40,71140,71000
2020,202001,1031647,2020000247983,10480,2020010316471,190748,1,2,17685,2,42,10,101,0,0,0,0
2020,202001,1031778,2020000250252,23842,2020010317781,380248,1,1,23842,1,23,8,81,0,0,0,0
2020,202001,1031909,2020000252522,7467,2020010319091,550048,1,2,10742,1,60,7,71,0,0,0,0
2020,202001,1032040,2020000254945,7991,2020010320401,231048,1,1,7991,2,33,10,101,52,40,82000,82000
2020,202001,1032040,2020000254945,7991,2020010320401,231048,1,2,8908,1,37,10,101,20,40,57000,57000
2020,202001,1032302,2020000259537,4978,2020010323021,231548,1,1,4978,2,52,6,63,52,40,23800,23800
2020,202001,1032433,2020000261660,78207,2020010324331,461748,1,1,78207,2,59,8,81,52,20,12000,12000
2020,202001,1032433,2020000261660,78207,2020010324331,461748,1,2,151567,2,22,7,71,0,0,320,0
